date,code,weight
2023-08-30,9412,0.3116696641181584
2023-08-31,6379,0.12323910211718334
2023-08-31,6420,0.18510903115796998
2023-08-31,7222,0.23064562096154806
2023-08-31,8074,0.1505214463635617
2023-08-31,9412,0.3104847993997369
2023-09-01,6379,0.1221978851842904
2023-09-01,6420,0.1828776405197282
2023-09-01,7222,0.22792747100488145
2023-09-01,8074,0.15133619937953885
2023-09-01,9412,0.3156608039115611
2023-09-04,6379,0.12148458956122389
2023-09-04,6420,0.18163275263188544
2023-09-04,7222,0.22891147201442913
2023-09-04,8074,0.15043257510060892
2023-09-04,9412,0.31753861069185263
2023-09-05,6379,0.12217708041468199
2023-09-05,6420,0.18204601351140998
2023-09-05,7222,0.22958500669344042
2023-09-05,8074,0.14981631954173283
2023-09-05,9412,0.31637557983873477
2023-09-06,6379,0.12297669262637745
2023-09-06,6420,0.18345749527934088
2023-09-06,7222,0.2299438531225242
2023-09-06,8074,0.15052091651244282
2023-09-06,9412,0.31310104245931464
2023-09-07,6379,0.12260341830281203
2023-09-07,6420,0.18011514807868453
2023-09-07,7222,0.2299970714503798
2023-09-07,8074,0.1497532541171046
2023-09-07,9412,0.3175311080510191
2023-09-08,6379,0.12159049879775376
2023-09-08,6420,0.177989291174053
2023-09-08,7222,0.22684888571362724
2023-09-08,8074,0.14804298894548024
2023-09-08,9412,0.32552833536908576
2023-09-11,6379,0.12124435943246194
2023-09-11,6420,0.17872869356901314
2023-09-11,7222,0.225571299733178
2023-09-11,8074,0.1476773400664485
2023-09-11,9412,0.32677830719889844
2023-09-12,6379,0.12239816115438641
2023-09-12,6420,0.17628343886554687
2023-09-12,7222,0.22111464442444195
2023-09-12,8074,0.1474720544677034
2023-09-12,9412,0.3327317010879214
2023-09-13,6420,0.17422152994221746
2023-09-13,7222,0.21502806340290032
2023-09-13,7224,0.13919018570445196
2023-09-13,8074,0.14399645547186532
2023-09-13,9412,0.32756376547856497
2023-09-14,6420,0.17495381403898358
2023-09-14,7222,0.21281468783245763
