date,nav
2020-09-02,1.2468392928247858
2020-09-03,1.26997615229915
2020-09-04,1.2713610093850123
2020-09-07,1.2792644409148928
2020-09-08,1.2891485781958596
2020-09-09,1.2786625480987037
2020-09-10,1.3090216173349907
2020-09-11,1.310381038795424
2020-09-14,1.3270532171521099
2020-09-15,1.3206424293607717
2020-09-16,1.2954140554071585
2020-09-17,1.2799335743809206
2020-09-18,1.27868496164865
2020-09-23,1.2749076436754445
2020-09-24,1.2346359794572794
2020-09-25,1.2552217201407627
2020-09-28,1.288974809914909
2020-09-29,1.2741755506566288
2020-09-30,1.2334158244259203
2020-10-01,1.2350055794774573
2020-10-05,1.2548420522874575
2020-10-06,1.2668747842956936
2020-10-07,1.2634368608647688
2020-10-08,1.2634368608647688
2020-10-09,1.2548420522874575
2020-10-12,1.2342145117019103
2020-10-13,1.2462472437101462
2020-10-14,1.2221817796936745
2020-10-15,1.2221817796936745
2020-10-16,1.2204628179782122
2020-10-19,1.2342145117019103
2020-10-20,1.2135869711163632
2020-10-21,1.2393713968482971
2020-10-22,1.2204628179782122
2020-10-23,1.2548420522874575
2020-10-26,1.2617178991493065
2020-10-27,1.251404128856533
2020-10-28,1.21874385626275
2020-10-29,1.2720316694420803
2020-10-30,1.2032732008235894
2020-11-02,1.2101490476854386
2020-11-04,1.2290576265555235
2020-11-05,1.2239007414091367
2020-11-06,1.225619703124599
2020-11-09,1.2342145117019103
2020-11-10,1.3339142911987218
2020-11-11,1.4026727598172128
2020-11-12,1.3820452192316657
2020-11-13,1.3373522146296464
2020-11-16,1.3304763677677973
2020-11-17,1.364855602077043
2020-11-18,1.3614176786461185
2020-11-19,1.3631366403615808
2020-11-20,1.3614176786461185
2020-11-24,1.3682935255079676
2020-11-25,1.3768883340852789
2020-11-26,1.397515874670826
2020-11-27,1.404391721532675
2020-11-30,1.3631366403615808
2020-12-01,1.3631366403615808
2020-12-02,1.3803262575162034
2020-12-03,1.397515874670826
2020-12-04,1.409548606679062
2020-12-07,1.397515874670826
2020-12-08,1.3889210660935147
2020-12-09,1.447365764419232
2020-12-10,1.4456468027037697
2020-12-11,1.4250192621182225
2020-12-14,1.435333032410996
2020-12-15,1.4336140706955338
2020-12-16,1.4370519941264583
2020-12-17,1.4404899175573829
2020-12-18,1.4456468027037697
2020-12-21,1.4370519941264583
2020-12-22,1.390640027808977
2020-12-23,1.3768883340852789
2020-12-24,1.3889210660935147
2020-12-25,1.3854831426625902
2020-12-28,1.390640027808977
2020-12-29,1.3957969129553638
2020-12-30,1.397515874670826
2020-12-31,1.2273386648400613
2021-01-05,1.3818537141223355
2021-01-06,1.3953447455940393
2021-01-07,1.4527305414370073
2021-01-08,1.4595328979542124
2021-01-12,1.4666080776061468
2021-01-13,1.4646937759699938
2021-01-14,1.464771076909481
2021-01-15,1.4573798839600252
2021-01-18,1.427276275432317
2021-01-19,1.457063870662504
2021-01-20,1.4584734463454665
2021-01-21,1.4565182243930457
2021-01-22,1.4561271800025615
2021-01-25,1.4634751827892252
2021-01-26,1.4572207423880024
2021-01-27,1.4761818556334363
2021-01-28,1.469302198176744
2021-01-29,1.4355632387254473
2021-02-01,1.4804788042357138
2021-02-02,1.4796580649850017
2021-02-03,1.5165253795601714
2021-02-04,1.572542520036445
2021-02-05,1.5875136185910255
2021-02-08,1.6244923448823778
2021-02-09,1.5932224127227896
2021-02-10,1.6105375077737512
2021-02-12,1.615273230622353
2021-02-15,1.589898535403674
2021-02-16,1.5959165332933867
2021-02-17,1.6143661110460574
2021-02-18,1.560026829694427
2021-02-19,1.5791448146653595
2021-02-22,1.593918121178174
2021-02-24,1.6011501725556068
2021-02-25,1.6460248177496055
2021-02-26,1.5703826965026852
2021-03-01,1.6238580484408112
2021-03-02,1.6032941071636972
2021-03-03,1.6464158621400897
2021-03-04,1.6431306352907176
2021-03-05,1.6772606391324985
2021-03-08,1.6847655136446607
2021-03-09,1.7013075993007507
2021-03-10,1.6877028862663404
2021-03-11,1.6853566199234353
2021-03-12,1.7121318114389799
2021-03-15,1.7385227681036126
2021-03-16,1.7337142840085722
2021-03-17,1.7328912749113359
2021-03-18,1.7388365115546098
2021-03-19,1.759832417538476
2021-03-22,1.7434494734544086
2021-03-23,1.7091262172639097
2021-03-24,1.6710084685778002
2021-03-25,1.7109995985837951
2021-03-26,1.727496224230569
2021-03-29,1.7235903200187754
2021-03-30,1.7349647181195118
2021-03-31,1.6439263431508315
2021-04-01,1.5936075698025367
2021-04-02,1.60007907262407
2021-04-05,1.5855181912756202
2021-04-06,1.5984611969186866
2021-04-07,1.6324365867317356
2021-04-08,1.617875705383286
2021-04-09,1.6615583494286348
2021-04-12,1.6486153437855684
2021-04-13,1.6987694906524504
2021-04-14,1.663176225134018
2021-04-15,1.656704722312485
2021-04-16,1.6728834793663176
2021-04-19,1.6793549821878508
2021-04-20,1.6356723381425022
2021-04-21,1.6097863268563697
2021-04-22,1.656704722312485
2021-04-23,1.6647941008394014
2021-04-26,1.6761192307770842
2021-04-27,1.6437617166694185
2021-04-28,1.6534689709017183
2021-04-30,1.7408342589924157
2021-05-06,1.7440700104031823
2021-05-07,1.7699560216893149
2021-05-10,1.742452134697799
2021-05-11,1.7052409934739834
2021-05-12,1.7408342589924157
2021-05-13,1.6987694906524504
2021-05-14,1.742452134697799
2021-05-17,1.742452134697799
2021-05-18,1.7748096488054648
2021-05-19,1.7489236375193322
2021-05-20,1.7505415132247155
2021-05-21,1.781281151626998
2021-05-24,1.8233459199669633
2021-05-25,1.8249637956723466
2021-05-26,1.8362889256100297
2021-05-27,1.8346710499046464
2021-05-28,1.8815894453607616
2021-05-31,1.855703434074629
2021-06-01,1.8929145752984446
2021-06-02,1.8961503267092112
2021-06-03,1.9220363379953438
2021-06-04,1.962483230629926
2021-06-07,1.967336857746076
2021-06-08,1.9705726091568423
2021-06-09,1.9916049933268252
2021-06-10,1.9657189820406926
2021-06-11,1.9365972193437935
2021-06-14,1.951158100692243
2021-06-15,1.9738083605676089
2021-06-16,2.0223446317291076
2021-06-17,1.9996943718537414
2021-06-18,1.9867513662106753
2021-06-21,1.9042397052361277
2021-06-22,2.025580383139874
2021-06-23,2.002930123264508
2021-06-24,1.9932228690322085
2021-06-25,2.0741166543013727
2021-06-28,2.1000026655875055
2021-06-29,2.087059659944439
2021-06-30,2.0579378972475397
2021-07-01,2.0344613940381255
2021-07-02,2.073193263518659
2021-07-05,2.066383087187863
2021-07-06,2.077170584426055
2021-07-07,2.025079203873476
2021-07-08,1.9871298591615871
2021-07-09,1.9660077972705843
2021-07-12,1.9963421996067183
2021-07-13,2.025736361475233
2021-07-14,2.0004448876810015
2021-07-15,1.9691358695803904
2021-07-16,1.9529879856375754
2021-07-19,1.9225059748582385
2021-07-20,1.8838084806745625
2021-07-21,1.9091120884893362
2021-07-26,1.9529758516170328
2021-07-27,1.965508355367803
2021-07-28,1.9699163675842646
2021-07-29,1.9918431955202265
2021-07-30,1.9851240110594603
2021-08-02,2.0215325742751467
2021-08-03,1.9774180768136749
2021-08-04,1.9497466801814238
2021-08-05,1.9424148206715313
2021-08-06,1.9523753105884492
2021-08-10,1.9722052985522542
2021-08-11,2.0001152954977384
2021-08-12,2.035492626375775
2021-08-13,2.0445694923982463
2021-08-16,2.009248778093382
2021-08-17,1.9924437365488104
2021-08-18,2.008466253324738
2021-08-19,1.9603521936795552
2021-08-20,1.9017903362352166
2021-08-23,1.9452355420743896
2021-08-24,1.935932209759228
2021-08-25,1.942402686650989
2021-08-26,1.9430598442527451
2021-08-27,1.9249182462283456
2021-08-30,1.9559664227394087
2021-08-31,1.9571675047965762
2021-09-01,1.9804652645092236
2021-09-02,1.970243933002758
2021-09-03,1.983751052518005
2021-09-06,1.9832981199326243
2021-09-07,1.9968052394478717
2021-09-08,2.009746193231393
2021-09-09,1.9731677802961887
2021-09-10,1.9813266471273552
2021-09-13,1.9964089234356632
2021-09-14,2.026007310320553
2021-09-15,1.9853383433316083
2021-09-16,1.975208003695173
2021-09-17,1.976126002886477
2021-09-21,1.950879011644876
2021-09-22,1.919139302235199
2021-09-24,1.9622448086353366
2021-09-27,1.9693158265556807
2021-09-28,2.0178828187862443
2021-09-29,1.9862341012465976
2021-09-30,1.9502562293399772
2021-10-01,1.9041802427964
2021-10-04,1.9165512078546816
2021-10-05,1.8732765176126698
2021-10-06,1.8746221401719723
2021-10-07,1.873124719786318
2021-10-08,1.9036426391046168
2021-10-11,1.9173393549063267
2021-10-12,1.9117892467473774
2021-10-13,1.9047399695338296
2021-10-14,1.8966530410830338
2021-10-15,1.9379178246591993
2021-10-18,1.9300435958236477
2021-10-19,1.918207074600251
2021-10-20,1.9254057645266904
2021-10-21,1.9063320283193748
2021-10-22,1.904630686510667
2021-10-25,1.8962756788606274
2021-10-26,1.9035936978041963
2021-10-27,1.8950600080262279
2021-10-28,1.9132563688675552
2021-10-29,1.897543355507369
2021-11-01,1.9379716523873194
2021-11-02,1.9050426963289362
2021-11-04,1.9256785690430678
2021-11-05,1.9102666775779786
2021-11-08,1.9120329816634152
2021-11-09,1.9004801616572853
2021-11-10,1.8949128493015526
2021-11-11,1.8984186922383515
2021-11-12,1.9290581088858456
2021-11-15,1.898596890645275
2021-11-16,1.8970729577120826
2021-11-17,1.8604565337440548
2021-11-18,1.8645379762219831
2021-11-19,1.8658856348272632
2021-11-22,1.8615266393909633
2021-11-24,1.8551339954261463
2021-11-25,1.8541604063015038
2021-11-26,1.8319577270285752
2021-11-29,1.8076278447349443
2021-11-30,1.7747986617870128
2021-12-01,1.8007030601528586
2021-12-02,1.8050209179036882
2021-12-03,1.8496925678204588
2021-12-06,1.8440512856825153
2021-12-07,1.8957287683610353
2021-12-08,1.8939230260185256
2021-12-09,1.8935609997694676
2021-12-10,1.8833946694176604
2021-12-13,1.8755879242076596
2021-12-14,1.8824417203545747
2021-12-15,1.890793167204251
2021-12-16,1.899035937501259
2021-12-17,1.8916166647173083
2021-12-20,1.8370277422705805
2021-12-21,1.8581899030405942
2021-12-22,1.8489879846484327
2021-12-23,1.8686252656803468
2021-12-24,1.8617856634256036
2021-12-27,1.8520333748548699
2021-12-28,1.8805393484439819
2021-12-29,1.8979632609333337
2021-12-30,1.8935969328677928
2021-12-31,1.9100911135032868
2022-01-05,1.9257130628911352
2022-01-06,1.8886673190739995
2022-01-07,1.884133911261893
2022-01-11,1.8733465861563297
2022-01-12,1.8989893557341695
2022-01-13,1.8859013670239342
2022-01-14,1.8759639578655467
2022-01-17,1.8659297268587671
2022-01-18,1.8634147156493224
2022-01-19,1.8083728643000712
2022-01-20,1.8141760754558434
2022-01-21,1.8176324812103903
2022-01-24,1.8240781120895286
2022-01-25,1.8033731238400215
2022-01-26,1.791872971681987
2022-01-27,1.7587157479847124
2022-01-28,1.799675191153997
2022-01-31,1.8120455109834077
2022-02-01,1.8024308670899623
2022-02-02,1.8379422112090085
2022-02-03,1.845023762883634
2022-02-04,1.8512181199293944
2022-02-07,1.843566815367892
2022-02-08,1.856285769654486
2022-02-09,1.8552850941112002
2022-02-10,1.8464959137997439
2022-02-14,1.8144381911338832
2022-02-15,1.8308378112215355
2022-02-16,1.8371359000691927
2022-02-17,1.8092133159829014
2022-02-18,1.7998403188007568
2022-02-21,1.795810965855003
2022-02-22,1.7689469853368045
2022-02-24,1.771618186095216
2022-02-25,1.7730004715627474
2022-02-28,1.7857128988486342
2022-03-01,1.7753416945128009
2022-03-02,1.7276484638988983
2022-03-03,1.7375199994617132
2022-03-04,1.7238020836419738
2022-03-07,1.6726706364754949
2022-03-08,1.6517130159675544
2022-03-09,1.6434769271131704
2022-03-10,1.7079162171294842
2022-03-11,1.6855435974560506
2022-03-14,1.6865912659826015
2022-03-15,1.7091974491849165
2022-03-16,1.7052329020651997
2022-03-17,1.727141399502782
2022-03-18,1.7471460104182586
2022-03-22,1.7335134277611952
2022-03-23,1.755678010915711
2022-03-24,1.7402338053068833
2022-03-25,1.7387410909613779
2022-03-28,1.7403838251375223
2022-03-29,1.7345637190467715
2022-03-30,1.705840583773398
2022-03-31,1.6753945702703164
2022-04-01,1.6533426534945892
2022-04-04,1.6632665233338275
2022-04-05,1.6751872282642233
2022-04-06,1.655469600385174
2022-04-07,1.6261106326854793
2022-04-08,1.624076329449216
2022-04-11,1.6205901137797394
2022-04-12,1.6045346845174846
2022-04-13,1.615875908578677
2022-04-14,1.6324655632206617
2022-04-15,1.6117160213457997
2022-04-18,1.601313614677306
2022-04-19,1.6224409559971404
2022-04-20,1.6374681141910292
2022-04-21,1.6458398361863185
2022-04-22,1.6311240758463437
2022-04-25,1.6300646889868546
2022-04-26,1.6245651847347138
2022-04-27,1.6221905187754477
2022-04-28,1.6744690754125635
2022-05-02,1.7176760009032666
2022-05-06,1.735016902016401
2022-05-09,1.7135811885081238
2022-05-10,1.7193982370819951
2022-05-11,1.698750513324343
2022-05-12,1.6780344861879466
2022-05-13,1.7188959010405953
2022-05-16,1.6853067192786144
2022-05-17,1.676246448388819
2022-05-18,1.6771822781170733
2022-05-19,1.656415838425062
2022-05-20,1.6449769646307812
2022-05-23,1.6588161294064516
2022-05-24,1.6364832117300407
2022-05-25,1.6514953570893378
2022-05-26,1.659891617665449
2022-05-27,1.6777055293337404
2022-05-30,1.7035436957315833
2022-05-31,1.6950568406220623
2022-06-01,1.7187826780353352
2022-06-02,1.71989151118607
2022-06-03,1.7282391033919462
2022-06-06,1.715187600560406
2022-06-07,1.7334817482200704
2022-06-08,1.744456827792236
2022-06-09,1.7331950623731371
2022-06-10,1.7343399554943952
2022-06-13,1.7267578837631357
2022-06-14,1.7212714926450037
2022-06-15,1.7164677272279798
2022-06-16,1.7317022729209044
2022-06-17,1.7008921884721233
2022-06-20,1.6881086274323733
2022-06-21,1.701132768314334
2022-06-22,1.7062755476022167
2022-06-23,1.7157569117905234
2022-06-24,1.7144565534632163
2022-06-27,1.7319587712225624
2022-06-28,1.7565370170201717
2022-06-29,1.7761393536218821
2022-06-30,1.767242749396738
2022-07-01,1.6938617430944287
2022-07-04,1.7127300764352276
2022-07-05,1.7275960360370688
2022-07-06,1.7267383845215782
2022-07-07,1.7364584350304744
2022-07-08,1.779341010805017
2022-07-11,1.783915152220968
2022-07-12,1.6738498743996424
2022-07-13,1.6775663643001029
2022-07-14,1.7078700511807794
2022-07-15,1.7238795461366088
2022-07-19,1.7619020966567032
2022-07-20,1.836517778504407
2022-07-21,1.8402342684048674
2022-07-22,1.8553861118452057
2022-07-25,1.81278941990916
2022-07-26,1.8265118441570136
2022-07-27,1.8553861118452057
2022-07-28,1.8599602532611568
2022-07-29,1.8699661876085503
2022-08-01,1.9245700007614677
2022-08-02,1.8611037886151445
2022-08-03,1.8911215916573245
2022-08-04,1.9019851775202086
2022-08-05,1.9294300260159158
2022-08-08,1.9139922987370805
2022-08-09,1.8916933593343181
2022-08-10,1.8779709350864646
2022-08-12,1.9548736876421442
2022-08-15,1.984033839168833
2022-08-16,1.9511571977416837
2022-08-17,1.9600195967350895
2022-08-18,1.9248558845999644
2022-08-19,1.9282864906619277
2022-08-22,1.917137020960547
2022-08-23,1.909418157321129
2022-08-24,1.9294300260159158
2022-08-25,1.9091322734826324
2022-08-26,1.9248558845999644
2022-08-29,1.8473813643672912
2022-08-30,1.905129899743675
2022-08-31,1.903986364389687
2022-09-01,1.870252071447047
2022-09-02,1.864820278515605
2022-09-05,1.8959816169117727
2022-09-06,1.8551002280067086
2022-09-07,1.8668214653850834
2022-09-08,1.922854697730486
2022-09-09,1.9348618189473576
2022-09-12,1.96087724825058
2022-09-13,1.9725984856289551
2022-09-14,1.9022710613587053
2022-09-15,1.8759697482169861
2022-09-16,1.8239388896105408
2022-09-20,1.8067858593007242
2022-09-21,1.7936352027298643
2022-09-22,1.7887751774754161
2022-09-26,1.733599596645505
2022-09-27,1.7353148996764867
2022-09-28,1.7141594956277124
2022-09-29,1.7115865410812396
2022-09-30,1.664415707729243
2022-10-03,1.6881426832926538
2022-10-04,1.7570349419853126
2022-10-05,1.7909163806866202
2022-10-06,1.813221661164981
2022-10-07,1.79712797778186
2022-10-11,1.676566525069707
2022-10-12,1.6799546689398377
2022-10-13,1.6440968129809537
2022-10-14,1.676284179747196
2022-10-17,1.64296743169091
2022-10-18,1.660190496364075
2022-10-19,1.6751547984571524
2022-10-20,1.643814467658443
2022-10-21,1.6257443670177454
2022-10-24,1.6641433308792273
2022-10-25,1.6613198776541185
2022-10-26,1.648331992818617
2022-10-27,1.6638609855567166
2022-10-28,1.6265914029852782
2022-10-31,1.6974600789355132
2022-11-01,1.7443294024723222
2022-11-02,1.7098832731259928
2022-11-04,1.6779782516822612
2022-11-07,1.7220241219939614
2022-11-08,1.7623995031130195
2022-11-09,1.7765167692385646
2022-11-10,1.755623215372758
2022-11-11,1.8821139198576398
2022-11-14,1.9179717758165238
2022-11-15,1.8406091574485381
2022-11-16,1.8425855747061142
2022-11-17,1.8089864813273175
2022-11-18,1.8050336468121653
2022-11-21,1.8137863518100028
2022-11-22,1.8315741071281895
2022-11-24,1.8592439487342574
2022-11-25,1.8400444668035163
2022-11-28,1.8143510424550247
2022-11-29,1.7835754023013368
2022-11-30,1.7437647118273005
2022-12-01,1.7810342943987387
2022-12-02,1.7491292729550074
2022-12-05,1.7799049131086953
2022-12-06,1.7705875174658354
2022-12-07,1.73105917231431
2022-12-08,1.742352985214746
2022-12-09,1.7767991145610753
2022-12-12,1.7677640642407266
2022-12-13,1.76889344553077
2022-12-14,1.7810342943987387
2022-12-15,1.7381178053770825
2022-12-16,1.7022599494181985
2022-12-19,1.6901191005502298
2022-12-20,1.6466379208835518
2022-12-21,1.6248973310502126
2022-12-22,1.6246149857277017
2022-12-23,1.5901688563813723
2022-12-26,1.6042861225069172
2022-12-27,1.5893218204138397
2022-12-28,1.5907335470263941
2022-12-29,1.5768986262233602
2022-12-30,1.569275302515566
2023-01-03,1.6125930450573984
2023-01-05,1.6259921932158514
2023-01-06,1.6369747213605728
2023-01-10,1.7268580438081607
2023-01-11,1.7546033780685093
2023-01-12,1.7687650590972288
2023-01-13,1.7528692946772373
2023-01-16,1.7517132390830563
2023-01-17,1.7716551980826818
2023-01-18,1.7941982821692155
2023-01-19,1.7739673092710444
2023-01-20,1.7716551980826818
2023-01-23,1.8121171438790238
2023-01-24,1.8641396456171775
2023-01-25,1.8785903405444426
2023-01-26,1.8722320347764458
2023-01-27,1.8768562571531706
2023-01-30,1.9355260785578665
2023-01-31,1.8887058269935282
2023-02-01,1.9022894802251573
2023-02-02,1.9337919951665945
2023-02-03,1.9352370646593213
2023-02-06,1.936971148050593
2023-02-07,1.9598032460356716
2023-02-08,1.9441964955142255
2023-02-09,1.9430404399200443
2023-02-10,1.9910167470785638
2023-02-13,1.9574911348473092
2023-02-14,2.000843219629104
2023-02-15,1.946797620601133
2023-02-16,1.978589149441116
2023-02-17,1.9392832592389553
2023-02-20,1.9346590368622303
2023-02-21,1.9005553968338853
2023-02-22,1.8901508964862546
2023-02-24,1.9681846490934853
2023-02-27,1.988415621991656
2023-02-28,1.997086038948015
2023-03-01,2.0479524850919875
2023-03-02,2.025987428802545
2023-03-03,2.0496865684832595
2023-03-06,2.1019980841199586
2023-03-07,2.066738388497432
2023-03-08,2.075986833250882
2023-03-09,2.0887034447868746
2023-03-10,2.05517783255562
2023-03-13,2.014426872860733
2023-03-14,1.979745205035297
2023-03-15,1.9696297185862115
2023-03-16,1.9309018561811415
2023-03-17,1.9817683023251143
2023-03-20,1.9618263433254886
2023-03-22,1.997086038948015
2023-03-23,1.9806122467309328
2023-03-24,1.973675913165846
2023-03-27,1.9800342189338425
2023-03-28,1.9927508304698356
2023-03-29,2.025120387106909
2023-03-30,2.0167389840490957
2023-03-31,2.018184053541822
2023-04-03,2.001767158872003
2023-04-04,1.989606891084463
2023-04-05,1.934417983433319
2023-04-06,1.8932601539985676
2023-04-07,1.918516094788074
2023-04-10,1.924128526074631
2023-04-11,1.9634155450805302
2023-04-12,1.9680925711526611
2023-04-13,1.9643509502949563
2023-04-14,1.9325471730044668
2023-04-17,1.9559323033651208
2023-04-18,1.9802528389402012
2023-04-19,1.9802528389402012
2023-04-20,1.9849298650123322
2023-04-21,1.9652863555093825
2023-04-24,1.978382028511349
2023-04-25,1.9924131067277415
2023-04-26,1.9708987867959396
2023-04-27,1.9970901327998722
2023-04-28,2.0532144456654424
2023-05-01,2.079405791669375
2023-05-02,2.068180929096261
2023-05-08,2.0644393082385566
2023-05-09,2.110274163745439
2023-05-10,2.0747287655972446
2023-05-11,2.0747287655972446
2023-05-12,2.106532542887734
2023-05-15,2.099984706386751
2023-05-16,2.140207130607076
2023-05-17,2.1205636211041266
2023-05-18,2.132723888891667
2023-05-19,2.164527666182157
2023-05-22,2.194460633043794
2023-05-23,2.220651979047727
2023-05-24,2.211297926903465
2023-05-25,2.2066209008313344
2023-05-26,2.210362521689039
2023-05-29,2.2468433250516595
2023-05-30,2.2889365597008373
2023-05-31,2.244037109408381
2023-06-01,2.234683057264119
2023-06-02,2.2749054814844447
2023-06-05,2.3675105977126356
2023-06-06,2.392766538502142
2023-06-07,2.3778000550713236
2023-06-08,2.3618981664260787
2023-06-09,2.4011851854319777
2023-06-12,2.397443564574273
2023-06-13,2.4610511191552527
2023-06-14,2.5274648893795106
2023-06-15,2.5181108372352488
2023-06-16,2.4919194912313163
2023-06-19,2.4947257068745947
2023-06-20,2.485371654730333
2023-06-21,2.5115630007342657
2023-06-22,2.50314435380443
2023-06-23,2.476953007800497
2023-06-26,2.479759223443776
2023-06-27,2.456374093083122
2023-06-28,2.533077320666068
2023-06-29,2.558333261455574
2023-06-30,2.528400294593937
2023-07-03,2.5278043768124054
2023-07-04,2.5061083914045117
2023-07-05,2.525582263395477
2023-07-06,2.5122356870443943
2023-07-07,2.4786863558611802
2023-07-10,2.5013577902186426
2023-07-11,2.52206743392776
2023-07-12,2.500032968268458
2023-07-13,2.515369214563009
2023-07-14,2.512805815706499
2023-07-18,2.5764148411209846
2023-07-19,2.6196030218743935
2023-07-20,2.56173134551212
2023-07-21,2.5492370512828675
2023-07-24,2.571716714198992
2023-07-25,2.571379695346607
2023-07-26,2.5785929572222477
2023-07-27,2.5962954217859022
2023-07-28,2.5903627299693275
2023-07-31,2.622666236238511
2023-08-01,2.6327710899059285
2023-08-02,2.595472048706075
2023-08-03,2.5464413565168904
2023-08-04,2.5484424563798687
2023-08-07,2.5386732395524354
2023-08-08,2.520038882016662
2023-08-09,2.536665493307357
2023-08-10,2.561075913339132
2023-08-14,2.5813046702429183
2023-08-15,2.6760716006602934
2023-08-16,2.623988190891581
2023-08-17,2.632456972298499
2023-08-18,2.5967612091972003
2023-08-21,2.629120272305179
2023-08-22,2.656487255995302
2023-08-23,2.6930210988984653
2023-08-24,2.710717283336171
2023-08-25,2.675663991891948
2023-08-28,2.7320906596702246
2023-08-29,2.7623076817244696
2023-08-30,2.7823537245953975
2023-08-31,2.7818270580865927
2023-09-01,2.811485574315797
2023-09-04,2.8391516591762587
2023-09-05,2.8665124005795675
2023-09-06,2.8978163172057023
2023-09-07,2.863878574828087
2023-09-08,2.830698168415856
2023-09-11,2.7743579143053765
2023-09-12,2.798714486530142
2023-09-13,2.7825265296867743
2023-09-14,2.7919177570743483
2023-09-15,2.803991230094884
2023-09-19,2.8207618197338937
2023-09-20,2.750346414548469
2023-09-21,2.7206309505928377
2023-09-22,2.754267492367095
2023-09-25,2.7675926808303473
2023-09-26,2.7551235582699243
2023-09-27,2.7556380142312547
2023-09-28,2.7420565938770203
2023-09-29,2.7295755951191345
2023-10-02,2.7069916741611317
2023-10-03,2.6721694295222385
2023-10-04,2.6661273340445524
2023-10-05,2.718221247187679
2023-10-06,2.703223060454744
2023-10-10,2.752888106748604
2023-10-11,2.7271322275340193
2023-10-12,2.8781749340900715
2023-10-13,2.876981624792145
2023-10-16,2.8086374967735637
2023-10-17,2.8343740427414734
2023-10-18,2.8621968228772037
2023-10-19,2.8162158937829056
2023-10-20,2.7806335538976326
2023-10-23,2.735994874763671
2023-10-24,2.7366901663021834
2023-10-25,2.8102994644086086
2023-10-26,2.753906697721887
2023-10-27,2.7929819658909008
2023-10-30,2.7794588587418154
2023-10-31,2.7775244278919016
2023-11-01,2.900132480623688
2023-11-02,2.951182025131298
2023-11-06,3.0579906262872054
2023-11-07,3.0270171909968986
2023-11-08,3.012879347503781
2023-11-09,3.0465014788769067
2023-11-10,3.0369567884921427
2023-11-13,3.0134393063155662
2023-11-14,3.0330721753057013
2023-11-15,3.0372378396735
